,name,wikipedia_name,lat,lon,page,geovirus_key,toponym,old_coord,new_coord,mlg_key,geocoded_coordinates_list,median_error_distance
567,Central African Republic,Central African Republic,7,21,https://en.wikipedia.org/wiki/Central_African_Republic,"Central African Republic 7,21",Central African Republic ," 7 , 21 "," 6.966667 , 20.616667","Central African Republic 7,21","[(7.0, 21.0)]",42.47057742469132
568,Gambia,The Gambia,13.46,-16.6,https://en.wikipedia.org/wiki/The_Gambia,"The Gambia 13.46,-16.6",The Gambia ," 13.46 , -16.6 "," 13.5 , -15.5","The Gambia 13.46,-16.6","[(13.5, -15.5)]",0.0
569,Togo,Togo,6.11,1.21,https://en.wikipedia.org/wiki/Togo,"Togo 6.11,1.21",Togo ," 6.11 , 1.21 "," 8.25 , 1.183333","Togo 6.11,1.21","[(8.66667, 1.08333)]",47.61929619088599
570,Västerås,V%C3%A4ster%C3%A5s,59.61,16.55,https://en.wikipedia.org/wiki/V%C3%A4ster%C3%A5s,"V%C3%A4ster%C3%A5s 59.61,16.55",V%C3%A4ster%C3%A5s ," 59.61 , 16.55 "," 59.617319380941 , 16.542157497094","V%C3%A4ster%C3%A5s 59.61,16.55","[(59.64914, 16.56445)]",3.7536465867370072
571,Stockholm,Stockholm,59.32,18.06,https://en.wikipedia.org/wiki/Stockholm,"Stockholm 59.32,18.06",Stockholm ," 59.32 , 18.06 "," 59.329444444444 , 18.068611111111","Stockholm 59.32,18.06","[(59.5, 18.0)]",19.358149859991894
572,Waiheke Island,Waiheke Island,-36.8,175.1,https://en.wikipedia.org/wiki/Waiheke_Island,"Waiheke Island -36.8,175.1",Waiheke Island ," -36.8 , 175.1 "," -36.8 , 175.1","Waiheke Island -36.8,175.1","[(-36.8, 175.1)]",0.0
574,South Asia,South Asia,21.28,78.66,https://en.wikipedia.org/wiki/South_Asia,"South Asia 21.28,78.66",South Asia ," 21.28 , 78.66 "," 26.9 , 72.2","South Asia 21.28,78.66",[],
575,Jammu and Kashmir,Jammu and Kashmir,33.45,76.24,https://en.wikipedia.org/wiki/Jammu_and_Kashmir,"Jammu and Kashmir 33.45,76.24",Jammu and Kashmir ," 33.45 , 76.24 "," 33.45 , 76.24","Jammu and Kashmir 33.45,76.24",[],
576,Kashmir,Kashmir,34.5,76,https://en.wikipedia.org/wiki/Kashmir,"Kashmir 34.5,76",Kashmir ," 34.5 , 76 "," 34.5 , 76.0","Kashmir 34.5,76","[(33.91667, 76.66667), (33.91667, 76.66667)]",89.25004935165259
577,Jordan,Jordan,31.24,36.51,https://en.wikipedia.org/wiki/Jordan,"Jordan 31.24,36.51",Jordan ," 31.24 , 36.51 "," 31.2 , 36.5","Jordan 31.24,36.51","[(31.0, 36.0), (31.0, 36.0)]",52.54454592838448
578,Ceres,"Ceres, California",37.60,-120.95,"https://en.wikipedia.org/wiki/Ceres,_California","Ceres, California 37.60,-120.95","Ceres, California "," 37.60 , -120.95 "," 37.601388888889 , -120.95722222222","Ceres, California 37.60,-120.95","[(37.59493, -120.95771)]",0.7194812172015764
579,Mississauga,Mississauga,43.6,-79.65,https://en.wikipedia.org/wiki/Mississauga,"Mississauga 43.6,-79.65",Mississauga ," 43.6 , -79.65 "," 43.6 , -79.65","Mississauga 43.6,-79.65","[(43.5789, -79.6583)]",2.439586429420125
580,Dadaab,Dadaab,0.05,40.31,https://en.wikipedia.org/wiki/Dadaab,"Dadaab 0.05,40.31",Dadaab ," 0.05 , 40.31 "," 0.053055555555556 , 40.308611111111","Dadaab 0.05,40.31","[(0.06128, 40.31029)]",0.9333775966316851
581,Indian Ocean,Indian Ocean,-20,80,https://en.wikipedia.org/wiki/Indian_Ocean,"Indian Ocean -20,80",Indian Ocean ," -20 , 80 "," -20.0 , 80.0","Indian Ocean -20,80","[(-10.0, 70.0), (-10.0, 70.0)]",1544.7597432330394
582,Santa Ana,"Santa Ana, California",33.74,-117.88,"https://en.wikipedia.org/wiki/Santa_Ana,_California","Santa Ana, California 33.74,-117.88","Santa Ana, California "," 33.74 , -117.88 "," 33.740833333333 , -117.88138888889","Santa Ana, California 33.74,-117.88","[(33.74557, -117.86783), (33.74557, -117.86783), (14.1, -89.58333), (14.1, -89.58333), (14.1, -89.58333), (14.1, -89.58333), (14.5243, 121.0792), (14.5243, 121.0792), (14.5243, 121.0792), (33.74557, -117.86783), (33.74557, -117.86783), (33.74557, -117.86783)]",3589.53066241245
583,Orange County,"Orange County, California",33.67,-117.78,"https://en.wikipedia.org/wiki/Orange_County,_California","Orange County, California 33.67,-117.78","Orange County, California "," 33.67 , -117.78 "," 33.67 , -117.78","Orange County, California 33.67,-117.78",[],
584,Newport Beach,"Newport Beach, California",33.61,-117.89,"https://en.wikipedia.org/wiki/Newport_Beach,_California","Newport Beach, California 33.61,-117.89","Newport Beach, California "," 33.61 , -117.89 "," 33.616666666667 , -117.8975","Newport Beach, California 33.61,-117.89","[(33.61891, -117.92895)]",2.922859559309657
585,Papua New Guinea,Papua New Guinea,-6,147,https://en.wikipedia.org/wiki/Papua_New_Guinea,"Papua New Guinea -6,147",Papua New Guinea ," -6 , 147 "," -6.3 , 147.0","Papua New Guinea -6,147","[(-6.0, 147.0)]",33.35852511725735
586,Réunion,R%C3%A9union,-21.11,55.53,https://en.wikipedia.org/wiki/R%C3%A9union,"R%C3%A9union -21.11,55.53",R%C3%A9union ," -21.11 , 55.53 "," -21.114444444444 , 55.5325","R%C3%A9union -21.11,55.53","[(-21.1, 55.6)]",7.183948133038448
587,Seychelles,Seychelles,-4.58,55.66,https://en.wikipedia.org/wiki/Seychelles,"Seychelles -4.58,55.66",Seychelles ," -4.58 , 55.66 "," -7.1 , 52.766667","Seychelles -4.58,55.66","[(-4.58333, 55.66667)]",425.67717967259364
588,Mauritious,Mauritius,-20.2,57.5,https://en.wikipedia.org/wiki/Mauritius,"Mauritius -20.2,57.5",Mauritius ," -20.2 , 57.5 "," -20.2 , 57.5","Mauritius -20.2,57.5","[(None, None)]",
589,Mayotte,Mayotte,-12.84,45.13,https://en.wikipedia.org/wiki/Mayotte,"Mayotte -12.84,45.13",Mayotte ," -12.84 , 45.13 "," -12.843055555556 , 45.138333333333","Mayotte -12.84,45.13","[(-12.83333, 45.16667)]",3.2569131237683515
590,Rhône-Alpes,Rh%C3%B4ne-Alpes,45.5,5.33,https://en.wikipedia.org/wiki/Rh%C3%B4ne-Alpes,"Rh%C3%B4ne-Alpes 45.5,5.33",Rh%C3%B4ne-Alpes ," 45.5 , 5.33 "," 45.740186111111 , 4.8194472222222","Rh%C3%B4ne-Alpes 45.5,5.33",[],
591,Tucson,"Tucson, Arizona",32.22,-110.92,"https://en.wikipedia.org/wiki/Tucson,_Arizona","Tucson, Arizona 32.22,-110.92","Tucson, Arizona "," 32.22 , -110.92 "," 32.221666666667 , -110.92638888889","Tucson, Arizona 32.22,-110.92","[(32.22174, -110.92648)]",0.011830122848784002
592,Wedza,Wedza District,-18.61,31.56,https://en.wikipedia.org/wiki/Wedza_District,"Wedza District -18.61,31.56",Wedza District ," -18.61 , 31.56 "," -18.72729 , 31.65355","Wedza District -18.61,31.56","[(-18.72729, 31.65355)]",0.0
593,Mashonaland East,Mashonaland East Province,-17.5,32,https://en.wikipedia.org/wiki/Mashonaland_East_Province,"Mashonaland East Province -17.5,32",Mashonaland East Province ," -17.5 , 32 "," -17.5 , 32.0","Mashonaland East Province -17.5,32","[(-17.96667, 31.66667)]",62.76182614778378
594,Midrand,Midrand,-25.99,28.12,https://en.wikipedia.org/wiki/Midrand,"Midrand -25.99,28.12",Midrand ," -25.99 , 28.12 "," -26.0 , 28.133333","Midrand -25.99,28.12","[(-25.98953, 28.12843)]",1.2631409328002723
595,Gauteng,Gauteng,-26,28,https://en.wikipedia.org/wiki/Gauteng,"Gauteng -26,28",Gauteng ," -26 , 28 "," -26.0 , 28.0","Gauteng -26,28","[(-26.08333, 28.25)]",26.639855441600602
596,Shanghai,Shanghai,31.22,121.47,https://en.wikipedia.org/wiki/Shanghai,"Shanghai 31.22,121.47",Shanghai ," 31.22 , 121.47 "," 31.166666666667 , 121.46666666667","Shanghai 31.22,121.47","[(31.22222, 121.45806), (38.42, 125.70833)]",450.33157864629277
597,Changsha,Changsha,28.19,112.97,https://en.wikipedia.org/wiki/Changsha,"Changsha 28.19,112.97",Changsha ," 28.19 , 112.97 "," 28.14582 , 113.22967","Changsha 28.19,112.97","[(28.19874, 112.97087)]",26.04163596473227
598,Sanya,Sanya,18.25,109.50,https://en.wikipedia.org/wiki/Sanya,"Sanya 18.25,109.50",Sanya ," 18.25 , 109.50 "," 18.24306 , 109.505","Sanya 18.25,109.50","[(18.24306, 109.505)]",0.0
599,Lebanon,Lebanon,33.83,35.83,https://en.wikipedia.org/wiki/Lebanon,"Lebanon 33.83,35.83",Lebanon ," 33.83 , 35.83 "," 33.833333 , 35.766667","Lebanon 33.83,35.83","[(33.83333, 35.83333)]",6.157353684288099
600,São Paulo,S%C3%A3o Paulo,-23.55,-46.63,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo,"S%C3%A3o Paulo -23.55,-46.63",S%C3%A3o Paulo ," -23.55 , -46.63 "," -23.550394444444 , -46.633947222222","S%C3%A3o Paulo -23.55,-46.63","[(-22.0, -49.0)]",297.5884762903066
601,Sao Paulo,S%C3%A3o Paulo,-23.55,-46.63,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo,"S%C3%A3o Paulo -23.55,-46.63",S%C3%A3o Paulo ," -23.55 , -46.63 "," -23.550394444444 , -46.633947222222","S%C3%A3o Paulo -23.55,-46.63","[(-22.0, -49.0)]",297.5884762903066
602,Rio de Janeiro,Rio de Janeiro,-22.90,-43.19,https://en.wikipedia.org/wiki/Rio_de_Janeiro,"Rio de Janeiro -22.90,-43.19",Rio de Janeiro ," -22.90 , -43.19 "," -22.908333333333 , -43.196388888889","Rio de Janeiro -22.90,-43.19","[(-22.25, -42.5)]",102.32713641034852
603,Santa Catarina,Santa Catarina (state),-27.25,-50.33,https://en.wikipedia.org/wiki/Santa_Catarina_(state),"Santa Catarina (state) -27.25,-50.33",Santa Catarina (state) ," -27.25 , -50.33 "," -27.27 , -50.49","Santa Catarina (state) -27.25,-50.33","[(-27.0, -50.0)]",57.03064447943572
604,Rio Grande do Sul,Rio Grande do Sul,-30,-53,https://en.wikipedia.org/wiki/Rio_Grande_do_Sul,"Rio Grande do Sul -30,-53",Rio Grande do Sul ," -30 , -53 "," -29.76 , -53.16","Rio Grande do Sul -30,-53",[],
605,Tocantins,Tocantins,-10.18,-48.33,https://en.wikipedia.org/wiki/Tocantins,"Tocantins -10.18,-48.33",Tocantins ," -10.18 , -48.33 "," -10.8863 , -48.3714","Tocantins -10.18,-48.33",[],
606,Minas Gerais,Minas Gerais,-19.81,-43.95,https://en.wikipedia.org/wiki/Minas_Gerais,"Minas Gerais -19.81,-43.95",Minas Gerais ," -19.81 , -43.95 "," -19.816666666667 , -43.95","Minas Gerais -19.81,-43.95",[],
607,Santiago,Santiago,-33.45,-70.66,https://en.wikipedia.org/wiki/Santiago,"Santiago -33.45,-70.66",Santiago ," -33.45 , -70.66 "," -33.45 , -70.666666666667","Santiago -33.45,-70.66","[(-33.47269, -70.64724)]",3.100525212218216
608,İstanbul,Istanbul,41.01,28.95,https://en.wikipedia.org/wiki/Istanbul,"Istanbul 41.01,28.95",Istanbul ," 41.01 , 28.95 "," 41.01 , 28.960277777778","Istanbul 41.01,28.95",[],
609,Istanbul,Istanbul,41.01,28.95,https://en.wikipedia.org/wiki/Istanbul,"Istanbul 41.01,28.95",Istanbul ," 41.01 , 28.95 "," 41.01 , 28.960277777778","Istanbul 41.01,28.95","[(41.03508, 28.98331)]",3.3927364676645215
610,Ho Chi Minh City,Ho Chi Minh City,10.77,106.70,https://en.wikipedia.org/wiki/Ho_Chi_Minh_City,"Ho Chi Minh City 10.77,106.70",Ho Chi Minh City ," 10.77 , 106.70 "," 10.82302 , 106.62965","Ho Chi Minh City 10.77,106.70","[(10.82327, 106.62978)]",0.031214758610182886
611,Panama,Panama,9,-80,https://en.wikipedia.org/wiki/Panama,"Panama 9,-80",Panama ," 9 , -80 "," 8.616667 , -80.366667","Panama 9,-80","[(9.0, -80.0)]",58.653250575746725
612,Panamá,Panama,9,-80,https://en.wikipedia.org/wiki/Panama,"Panama 9,-80",Panama ," 9 , -80 "," 8.616667 , -80.366667","Panama 9,-80",[],
613,Panama Canal,Panama Canal,9.08,-79.68,https://en.wikipedia.org/wiki/Panama_Canal,"Panama Canal 9.08,-79.68",Panama Canal ," 9.08 , -79.68 "," 8.99797 , -79.59269","Panama Canal 9.08,-79.68","[(8.99797, -79.59269)]",0.0
615,Central,Central America,25.32,-99.66,https://en.wikipedia.org/wiki/Central_America,"Central America 25.32,-99.66",Central America ," 25.32 , -99.66 "," 12.0 , -86.0","Central America 25.32,-99.66",[],
616,Mareeba,Mareeba,-16.98,145.41,https://en.wikipedia.org/wiki/Mareeba,"Mareeba -16.98,145.41",Mareeba ," -16.98 , 145.41 "," -16.9833 , 145.417","Mareeba -16.98,145.41","[(-16.99096, 145.42306)]",1.0680786061254106
617,Nova Scotia,Nova Scotia,45,-63,https://en.wikipedia.org/wiki/Nova_Scotia,"Nova Scotia 45,-63",Nova Scotia ," 45 , -63 "," 45.0 , -63.0","Nova Scotia 45,-63","[(45.00015, -62.99865)]",0.10744849548450212
618,Quebec,Quebec,53,-70,https://en.wikipedia.org/wiki/Quebec,"Quebec 53,-70",Quebec ," 53 , -70 "," 52.0 , -72.0","Quebec 53,-70","[(52.00017, -71.99907)]",0.06641331808559639
619,Bavaria,Bavaria,48.77,11.43,https://en.wikipedia.org/wiki/Bavaria,"Bavaria 48.77,11.43",Bavaria ," 48.77 , 11.43 "," 48.7775 , 11.431111111111","Bavaria 48.77,11.43","[(49.0, 11.5)]",25.248378081327928
620,Fort Worth,"Fort Worth, Texas",32.75,-97.33,"https://en.wikipedia.org/wiki/Fort_Worth,_Texas","Fort Worth, Texas 32.75,-97.33","Fort Worth, Texas "," 32.75 , -97.33 "," 32.757222222222 , -97.333055555556","Fort Worth, Texas 32.75,-97.33",[],
621,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,34,71.32,https://en.wikipedia.org/wiki/Khyber_Pakhtunkhwa,"Khyber Pakhtunkhwa 34,71.32",Khyber Pakhtunkhwa ," 34 , 71.32 "," 34.0 , 71.32","Khyber Pakhtunkhwa 34,71.32","[(34.45993, 72.50237)]",120.12934171890416
622,Punjab,Punjab,31,74,https://en.wikipedia.org/wiki/Punjab,"Punjab 31,74",Punjab ," 31 , 74 "," 31.0 , 74.0","Punjab 31,74","[(30.86017, 72.31976)]",161.01653012759692
623,Sindh,Sindh,26.13,68.76,https://en.wikipedia.org/wiki/Sindh,"Sindh 26.13,68.76",Sindh ," 26.13 , 68.76 "," 24.87 , 67.05","Sindh 26.13,68.76",[],
625,Swat Valley,Swat District,35.38,72.18,https://en.wikipedia.org/wiki/Swat_District,"Swat District 35.38,72.18",Swat District ," 35.38 , 72.18 "," 35.2416 , 72.49933","Swat District 35.38,72.18","[(None, None)]",
626,Kananga,Kananga,-5.89,22.44,https://en.wikipedia.org/wiki/Kananga,"Kananga -5.89,22.44",Kananga ," -5.89 , 22.44 "," -5.897 , 22.448833333333","Kananga -5.89,22.44","[(-5.89624, 22.41659), (-5.89624, 22.41659), (-13.9, 28.6)]",3.5673310127231126
627,Rwanda,Rwanda,-1.94,29.87,https://en.wikipedia.org/wiki/Rwanda,"Rwanda -1.94,29.87",Rwanda ," -1.94 , 29.87 "," -1.9402777777778 , 29.873888888889","Rwanda -1.94,29.87","[(-2.0, 30.0)]",15.508409029927535
628,Innisfail,"Innisfail, Queensland",-17.52,146.02,"https://en.wikipedia.org/wiki/Innisfail,_Queensland","Innisfail, Queensland -17.52,146.02","Innisfail, Queensland "," -17.52 , 146.02 "," -17.523611111111 , 146.02916666667","Innisfail, Queensland -17.52,146.02","[(-17.52209, 146.03102), (-17.52209, 146.03102), (-17.52209, 146.03102), (-17.52209, 146.03102), (-17.52209, 146.03102)]",0.25928359302768017
629,Cairns,Cairns,-16.93,145.77,https://en.wikipedia.org/wiki/Cairns,"Cairns -16.93,145.77",Cairns ," -16.93 , 145.77 "," -16.925555555556 , 145.77527777778","Cairns -16.93,145.77","[(-16.90268, 145.75287)]",3.486100867877979
630,Townsville,Townsville,-19.25,146.81,https://en.wikipedia.org/wiki/Townsville,"Townsville -19.25,146.81",Townsville ," -19.25 , 146.81 "," -19.262222222222 , 146.81583333333","Townsville -19.25,146.81","[(-19.26639, 146.80569)]",1.161220460230578
631,Switzerland,Switzerland,46.83,8.33,https://en.wikipedia.org/wiki/Switzerland,"Switzerland 46.83,8.33",Switzerland ," 46.83 , 8.33 "," 46.798562 , 8.231973","Switzerland 46.83,8.33","[(47.00016, 8.01427)]",27.85851889719187
632,Soviet Union,Soviet Union,60,98,https://en.wikipedia.org/wiki/Soviet_Union,"Soviet Union 60,98",Soviet Union ," 60 , 98 "," 65.0 , 90.0","Soviet Union 60,98",[],
633,San Diego,San Diego,32.71,-117.16,https://en.wikipedia.org/wiki/San_Diego,"San Diego 32.71,-117.16",San Diego ," 32.71 , -117.16 "," 32.715 , -117.1625","San Diego 32.71,-117.16","[(33.0282, -116.77021)]",50.54799513468036
634,Pittsburgh,Pittsburgh,40.44,-79.99,https://en.wikipedia.org/wiki/Pittsburgh,"Pittsburgh 40.44,-79.99",Pittsburgh ," 40.44 , -79.99 "," 40.44062 , -79.99589","Pittsburgh 40.44,-79.99",[],
635,Heze,Heze,35.23,115.47,https://en.wikipedia.org/wiki/Heze,"Heze 35.23,115.47",Heze ," 35.23 , 115.47 "," 35.23929 , 115.47358","Heze 35.23,115.47",[],
636,Henan,Henan,33.9,113.5,https://en.wikipedia.org/wiki/Henan,"Henan 33.9,113.5",Henan ," 33.9 , 113.5 "," 33.9 , 113.5","Henan 33.9,113.5",[],
637,Shandong,Shandong,36.4,118.4,https://en.wikipedia.org/wiki/Shandong,"Shandong 36.4,118.4",Shandong ," 36.4 , 118.4 "," 36.4 , 118.4","Shandong 36.4,118.4","[(36.33333, 118.25)]",15.340932574217959
638,Northern Ireland,Northern Ireland,54.5,-6.5,https://en.wikipedia.org/wiki/Northern_Ireland,"Northern Ireland 54.5,-6.5",Northern Ireland ," 54.5 , -6.5 "," 54.590933333333 , -5.84","Northern Ireland 54.5,-6.5","[(54.5, -6.5), (54.5, -6.5), (54.5, -6.5)]",43.753830409474695
639,Hamburg,Hamburg,53.56,10.00,https://en.wikipedia.org/wiki/Hamburg,"Hamburg 53.56,10.00",Hamburg ," 53.56 , 10.00 "," 53.55 , 10.0","Hamburg 53.56,10.00","[(53.58333, 10.0)]",3.7061321405277083
640,Låsby,L%C3%A5sby,56.15,9.81,https://en.wikipedia.org/wiki/L%C3%A5sby,"L%C3%A5sby 56.15,9.81",L%C3%A5sby ," 56.15 , 9.81 "," 56.1542 , 9.8089","L%C3%A5sby 56.15,9.81",[],
641,Jutland,Jutland,56,9.25,https://en.wikipedia.org/wiki/Jutland,"Jutland 56,9.25",Jutland ," 56 , 9.25 "," 55.62955 , 9.20105","Jutland 56,9.25",[],
642,San Jose,"San Jose, California",37.33,-121.9,"https://en.wikipedia.org/wiki/San_Jose,_California","San Jose, California 37.33,-121.9","San Jose, California "," 37.33 , -121.9 "," 37.304166666667 , -121.87277777778","San Jose, California 37.33,-121.9","[(37.33939, -121.89496), (37.33939, -121.89496)]",4.3803833911746635
643,Las Vegas,Las Vegas,36.17,-115.13,https://en.wikipedia.org/wiki/Las_Vegas,"Las Vegas 36.17,-115.13",Las Vegas ," 36.17 , -115.13 "," 36.169166666667 , -115.14472222222","Las Vegas 36.17,-115.13","[(36.17497, -115.13722), (36.17497, -115.13722)]",0.9326854445003624
644,Santa Clara County,"Santa Clara County, California",37.36,-121.97,"https://en.wikipedia.org/wiki/Santa_Clara_County,_California","Santa Clara County, California 37.36,-121.97","Santa Clara County, California "," 37.36 , -121.97 "," 37.36 , -121.97","Santa Clara County, California 37.36,-121.97","[(37.23249, -121.69627), (37.23249, -121.69627)]",28.05915200678744
645,Esperance,"Esperance, Western Australia",-33.86,121.89,"https://en.wikipedia.org/wiki/Esperance,_Western_Australia","Esperance, Western Australia -33.86,121.89","Esperance, Western Australia "," -33.86 , 121.89 "," -33.861111111111 , 121.89194444444","Esperance, Western Australia -33.86,121.89","[(-33.85919, 121.89164), (-33.85919, 121.89164)]",0.21545983992216836
646,Acapulco,Acapulco,16.86,-99.88,https://en.wikipedia.org/wiki/Acapulco,"Acapulco 16.86,-99.88",Acapulco ," 16.86 , -99.88 "," 16.8628695 , -99.8870087","Acapulco 16.86,-99.88","[(16.86336, -99.8901), (16.86336, -99.8901)]",0.33344766104107537
647,Guerrero,Guerrero,17.61,-99.95,https://en.wikipedia.org/wiki/Guerrero,"Guerrero 17.61,-99.95",Guerrero ," 17.61 , -99.95 "," 17.613055555556 , -99.95","Guerrero 17.61,-99.95",[],
648,New Orleans,New Orleans,29.95,-90.06,https://en.wikipedia.org/wiki/New_Orleans,"New Orleans 29.95,-90.06",New Orleans ," 29.95 , -90.06 "," 29.95465 , -90.07507","New Orleans 29.95,-90.06","[(29.95465, -90.07507), (29.95465, -90.07507)]",0.0
649,Jefferson Parish,"Jefferson Parish, Louisiana",29.73,-90.1,"https://en.wikipedia.org/wiki/Jefferson_Parish,_Louisiana","Jefferson Parish, Louisiana 29.73,-90.1","Jefferson Parish, Louisiana "," 29.73 , -90.1 "," 29.733333333333 , -90.1","Jefferson Parish, Louisiana 29.73,-90.1","[(29.68097, -90.09798)]",5.825812755560896
650,Saint Bernard Parish,"St. Bernard Parish, Louisiana",29.89,-89.35,"https://en.wikipedia.org/wiki/St._Bernard_Parish,_Louisiana","St. Bernard Parish, Louisiana 29.89,-89.35","St. Bernard Parish, Louisiana "," 29.89 , -89.35 "," 29.89 , -89.35","St. Bernard Parish, Louisiana 29.89,-89.35","[(29.87399, -89.82422)]",45.75514491539544
651,Lake Pontchartrain,Lake Pontchartrain,30.18,-90.10,https://en.wikipedia.org/wiki/Lake_Pontchartrain,"Lake Pontchartrain 30.18,-90.10",Lake Pontchartrain ," 30.18 , -90.10 "," 30.188888888889 , -90.101388888889","Lake Pontchartrain 30.18,-90.10","[(30.1855, -90.08291)]",1.8156444036603447
652,Mission Viejo,"Mission Viejo, California",33.61,-117.65,"https://en.wikipedia.org/wiki/Mission_Viejo,_California","Mission Viejo, California 33.61,-117.65","Mission Viejo, California "," 33.61 , -117.65 "," 33.612778 , -117.656111","Mission Viejo, California 33.61,-117.65",[],
653,Fullerton,"Fullerton, California",33.88,-117.92,"https://en.wikipedia.org/wiki/Fullerton,_California","Fullerton, California 33.88,-117.92","Fullerton, California "," 33.88 , -117.92 "," 33.88 , -117.92861111111","Fullerton, California 33.88,-117.92","[(33.87029, -117.92534)]",1.121141826148283
654,Delhi,Delhi,28.61,77.23,https://en.wikipedia.org/wiki/Delhi,"Delhi 28.61,77.23",Delhi ," 28.61 , 77.23 "," 28.666666666667 , 77.216666666667","Delhi 28.61,77.23","[(28.6667, 77.1)]",11.382627242570763
655,Calcutta,Kolkata,22.56,88.36,https://en.wikipedia.org/wiki/Kolkata,"Kolkata 22.56,88.36",Kolkata ," 22.56 , 88.36 "," 22.541111111111 , 88.337777777778","Kolkata 22.56,88.36","[(22.56263, 88.36304), (22.56263, 88.36304)]",3.5292385216780633
656,Gold Coast,"Gold Coast, Queensland",-28.01,153.4,"https://en.wikipedia.org/wiki/Gold_Coast,_Queensland","Gold Coast, Queensland -28.01,153.4","Gold Coast, Queensland "," -28.01 , 153.4 "," -28.016666666667 , 153.4","Gold Coast, Queensland -28.01,153.4","[(-28.00029, 153.43088), (8.1, -1.2)]",8276.77123928693
657,Bali,Bali,-8.65,115.21,https://en.wikipedia.org/wiki/Bali,"Bali -8.65,115.21",Bali ," -8.65 , 115.21 "," -8.5 , 115.0","Bali -8.65,115.21","[(-8.5, 115.0)]",0.0
659,Bas Congo Province,Kongo Central,-5.81,13.48,https://en.wikipedia.org/wiki/Kongo_Central,"Kongo Central -5.81,13.48",Kongo Central ," -5.81 , 13.48 "," -5.81666667 , 13.48333333","Kongo Central -5.81,13.48","[(None, None)]",
660,Oak Brook,"Oak Brook, Illinois",41.84,-87.95,"https://en.wikipedia.org/wiki/Oak_Brook,_Illinois","Oak Brook, Illinois 41.84,-87.95","Oak Brook, Illinois "," 41.84 , -87.95 "," 41.84 , -87.9531","Oak Brook, Illinois 41.84,-87.95","[(41.83281, -87.92895)]",2.1545597756615176
661,Dongguan,Dongguan,23.03,113.71,https://en.wikipedia.org/wiki/Dongguan,"Dongguan 23.03,113.71",Dongguan ," 23.03 , 113.71 "," 23.01797 , 113.74866","Dongguan 23.03,113.71","[(23.01797, 113.74866)]",0.0
662,Kuwait,Kuwait,29.5,45.75,https://en.wikipedia.org/wiki/Kuwait,"Kuwait 29.5,45.75",Kuwait ," 29.5 , 45.75 "," 29.166667 , 47.6","Kuwait 29.5,45.75","[(29.5, 47.75)]",39.815134386637325
663,Cedar City,"Cedar City, Utah",37.68,-113.07,"https://en.wikipedia.org/wiki/Cedar_City,_Utah","Cedar City, Utah 37.68,-113.07","Cedar City, Utah "," 37.68 , -113.07 "," 37.6825 , -113.07444444444","Cedar City, Utah 37.68,-113.07","[(37.67748, -113.06189)]",1.2378442265653538
664,Christchurch,Christchurch,-43.53,172.62,https://en.wikipedia.org/wiki/Christchurch,"Christchurch -43.53,172.62",Christchurch ," -43.53 , 172.62 "," -43.53 , 172.62027777778","Christchurch -43.53,172.62","[(-43.53333, 172.63333)]",1.1154652598186583
665,Hueytown,"Hueytown, Alabama",33.43,-86.99,"https://en.wikipedia.org/wiki/Hueytown,_Alabama","Hueytown, Alabama 33.43,-86.99","Hueytown, Alabama "," 33.43 , -86.99 "," 33.437709 , -86.997579","Hueytown, Alabama 33.43,-86.99","[(33.45122, -86.99666)]",1.5047745720574326
666,Birmingham,"Birmingham, Alabama",33.52,-86.81,"https://en.wikipedia.org/wiki/Birmingham,_Alabama","Birmingham, Alabama 33.52,-86.81","Birmingham, Alabama "," 33.52 , -86.81 "," 33.52066 , -86.80249","Birmingham, Alabama 33.52,-86.81","[(34.40844, -88.76922), (34.40844, -88.76922)]",206.49595033701058
667,Bohol,Bohol,9.9,124.2,https://en.wikipedia.org/wiki/Bohol,"Bohol 9.9,124.2",Bohol ," 9.9 , 124.2 "," 9.8833333333333 , 124.21666666667","Bohol 9.9,124.2","[(9.83333, 124.16667)]",7.804853506777721
668,Mabini,"Mabini, Bohol",9.87,124.52,"https://en.wikipedia.org/wiki/Mabini,_Bohol","Mabini, Bohol 9.87,124.52","Mabini, Bohol "," 9.87 , 124.52 "," 9.8666666666667 , 124.51666666667","Mabini, Bohol 9.87,124.52",[],
669,Ubay,"Ubay, Bohol",10.05,124.47,"https://en.wikipedia.org/wiki/Ubay,_Bohol","Ubay, Bohol 10.05,124.47","Ubay, Bohol "," 10.05 , 124.47 "," 10.056 , 124.47294","Ubay, Bohol 10.05,124.47",[],
670,Stroud,Innisfil,44.3,-79.58,https://en.wikipedia.org/wiki/Innisfil,"Innisfil 44.3,-79.58",Innisfil ," 44.3 , -79.58 "," 44.3 , -79.5833","Innisfil 44.3,-79.58","[(44.32647, -79.61928)]",4.105879875108172
671,Bradford,"Bradford, Ontario",44.11,-79.56,"https://en.wikipedia.org/wiki/Bradford,_Ontario","Bradford, Ontario 44.11,-79.56","Bradford, Ontario "," 44.11 , -79.56 "," 44.1167 , -79.5667","Bradford, Ontario 44.11,-79.56","[(44.11681, -79.56632)]",0.032708303760638
