,name,wikipedia_name,lat,lon,page,geovirus_key,toponym,old_coord,new_coord,mlg_key,geocoded_coordinates_list,median_error_distance
683,Baghdad,Baghdad,33.33,44.38,https://en.wikipedia.org/wiki/Baghdad,"Baghdad 33.33,44.38",Baghdad ," 33.33 , 44.38 "," 33.35 , 44.416666666667","Baghdad 33.33,44.38","[(33.34058, 44.40088), (33.34058, 44.40088)]",1.8020923555447803
684,Amman,Amman,31.94,35.93,https://en.wikipedia.org/wiki/Amman,"Amman 31.94,35.93",Amman ," 31.94 , 35.93 "," 31.95 , 35.933333333333","Amman 31.94,35.93","[(31.95522, 35.94503)]",1.2468895793999908
685,Adhamiya,Adhamiyah,33.36,44.36,https://en.wikipedia.org/wiki/Adhamiyah,"Adhamiyah 33.36,44.36",Adhamiyah ," 33.36 , 44.36 "," 33.36841667 , 44.36213889","Adhamiyah 33.36,44.36","[(33.3667, 44.36316)]",0.21314116739998867
686,Adhamiyah,Adhamiyah,33.36,44.36,https://en.wikipedia.org/wiki/Adhamiyah,"Adhamiyah 33.36,44.36",Adhamiyah ," 33.36 , 44.36 "," 33.36841667 , 44.36213889","Adhamiyah 33.36,44.36",[],
687,Kvemo-Kartli,Kvemo Kartli,41.51,44.51,https://en.wikipedia.org/wiki/Kvemo_Kartli,"Kvemo Kartli 41.51,44.51",Kvemo Kartli ," 41.51 , 44.51 "," 41.516666666667 , 44.516666666667","Kvemo Kartli 41.51,44.51",[],
688,Clark County,"Clark County, Nevada",36.2,-115.02,"https://en.wikipedia.org/wiki/Clark_County,_Nevada","Clark County, Nevada 36.2,-115.02","Clark County, Nevada "," 36.2 , -115.02 "," 36.2 , -115.02","Clark County, Nevada 36.2,-115.02","[(36.2152, -115.01356)]",1.7862019808909662
689,Cornwall,Cornwall,50.3,-4.9,https://en.wikipedia.org/wiki/Cornwall,"Cornwall 50.3,-4.9",Cornwall ," 50.3 , -4.9 "," 50.3 , -4.9","Cornwall 50.3,-4.9","[(45.01809, -74.72815), (45.01809, -74.72815), (45.01809, -74.72815)]",5068.160428515273
690,South West England,South West England,50.96,-3.22,https://en.wikipedia.org/wiki/South_West_England,"South West England 50.96,-3.22",South West England ," 50.96 , -3.22 "," 50.96 , -3.22","South West England 50.96,-3.22","[(52.16045, -0.70312)]",219.27382168788074
691,Camborne,Camborne,50.21,-5.3,https://en.wikipedia.org/wiki/Camborne,"Camborne 50.21,-5.3",Camborne ," 50.21 , -5.3 "," 50.213 , -5.3","Camborne 50.21,-5.3","[(-41.08827, 174.8702)]",19000.40446567409
692,Devon,Devon,50.7,-3.8,https://en.wikipedia.org/wiki/Devon,"Devon 50.7,-3.8",Devon ," 50.7 , -3.8 "," 50.7 , -3.8","Devon 50.7,-3.8","[(48.46665, -111.47861)]",7021.378682677863
693,Roskear,Roskear,50.22,-5.28,https://en.wikipedia.org/wiki/Roskear,"Roskear 50.22,-5.28",Roskear ," 50.22 , -5.28 "," 50.2213 , -5.2881","Roskear 50.22,-5.28",[],
694,Denver,Denver,39.76,-104.88,https://en.wikipedia.org/wiki/Denver,"Denver 39.76,-104.88",Denver ," 39.76 , -104.88 "," 39.73915 , -104.9847","Denver 39.76,-104.88","[(39.73915, -104.9847), (39.73915, -104.9847), (39.73915, -104.9847)]",0.0
695,Cajamarca,Cajamarca,-7.16,-78.51,https://en.wikipedia.org/wiki/Cajamarca,"Cajamarca -7.16,-78.51",Cajamarca ," -7.16 , -78.51 "," -7.1644444444444 , -78.510555555556","Cajamarca -7.16,-78.51",[],
696,San Juan,"San Juan District, Cajamarca",-7.29,-78.49,"https://en.wikipedia.org/wiki/San_Juan_District,_Cajamarca","San Juan District, Cajamarca -7.29,-78.49","San Juan District, Cajamarca "," -7.29 , -78.49 "," -7.291649 , -78.497764","San Juan District, Cajamarca -7.29,-78.49","[(18.46633, -66.10572)]",3170.3811518048087
697,Choropampa,Choropampa District,-7.28,-78.57,https://en.wikipedia.org/wiki/Choropampa_District,"Choropampa District -7.28,-78.57",Choropampa District ," -7.28 , -78.57 "," -7.287084 , -78.5743046","Choropampa District -7.28,-78.57",[],
698,Magdalena,"Magdalena District, Cajamarca",-7.25,-78.65,"https://en.wikipedia.org/wiki/Magdalena_District,_Cajamarca","Magdalena District, Cajamarca -7.25,-78.65","Magdalena District, Cajamarca "," -7.25 , -78.65 "," -7.250191 , -78.659805","Magdalena District, Cajamarca -7.25,-78.65",[],
699,Yanacocha,Yanacocha,-6.98,-78.50,https://en.wikipedia.org/wiki/Yanacocha,"Yanacocha -6.98,-78.50",Yanacocha ," -6.98 , -78.50 "," -6.97472 , -78.51861","Yanacocha -6.98,-78.50",[],
